userName,score,content,length,at,sentiment_label
Saitama Botak,1,"Game ga adil pay2win dapet lawan yang level kartu atau towernya lebih tinggi kalo kalah kadang -30 sedangkan waktu menang cuma +28, harusnya lawan level lebih tinggi tropy ga ngurang banyak sedangkan pas menang nambahnya lebih banyak",233,2024-01-27 20:52:20,negative
Nurman Sanne,5,permainan yang seruhsekali bukan cuma seru tapi melati otak kita menjadi cepat berwikir,87,2025-04-26 15:36:53,positive
Joe S,1,Game paling curang!! Main Lawan AI !! Ud banyak yg kluar dari clan atau ga mau main game ini lagi!!,99,2025-04-01 04:57:50,negative
Pengguna Google,1,Game nya gak jelas banget lawannya levelnya tinggi banget kartu musuhnya max level semua. Pengacakan kartunya tidak adil. Musuh dapetnya yang enak duluan sedangkan saya dapetnya yg ga bisa counter kartu musuh. This game sucks,225,2020-03-30 00:23:56,negative
Dedi Ramdhan Sidik,2,Ketemu lawan nya level nya diatas level kita jadi susah kalau mau menang,72,2025-04-01 08:48:15,negative
Admin,2,"Dear developer, tolong perbaiki jaringan yang sering tidak stabil padahal jaringan saya sudah cepat dan stabil ketika bermain COC tapi ketika bermain Clash Royale jaringannya sering tidak stabil sehingga sering muncul ikon jaringan dilayar ketika bermain. Maaf 2 bintang dulu:(",277,2023-06-17 20:21:30,negative
Ismail Dedie,1,Sinyal merah terus tabi aneh nya bisa lihat musuh nyerang sementara gue kaga bisa ngeletakin apapun,99,2025-03-08 15:14:26,negative
Muh Rizqi,1,"makin gajelas ditambah evo card, udah top up nya mahal"" tpi kualitas permainan tetep jelek aja",94,2025-04-09 19:06:11,negative
Nandito,5,"game nya bagus banget dari peleton nya arena gw suka tapi satu hal yng paling gw gk suka itu adalah saat gw perang lvl raja gw baru 7 sedangkan musuh gw rajanya lvl 12 tolong di perbaiki system ini di next update itu aj si kekurangannya,(makasih udh di respon thanks ya skrng musuh nya udh seimbang palingan lvl tertinggi musuh beda 1 lvl ama lvl gw thanks tuh bintang 5 buat developer nya)",390,2020-11-19 19:10:15,positive
Aldanil Aldanil,1,"game pay to win , level saya masih 7 musuhnya sudah level 10!",61,2025-03-24 10:08:36,negative
Ardhez Panduari,2,Semakin lama game ini semakin berat. Sekali main memakan kuota cukup besar.,75,2025-03-09 23:30:53,negative
Faiq Alfarizi,3,tolong kembalikan 2 vs 2. sy bingung mau main casual tp sekarang cuma ada rank doang,84,2025-03-29 02:59:52,negative
Miracle Utomo,1,"jaringan lancar tiba-tiba disuruh relog ""kesalahan jaringan"" sama kaya coc sama squad busters",93,2025-03-17 22:55:31,negative
Muhamad Jiwad D.,5,"Untuk developer mohon untuk perbaiki jaringannya masa jaringan bagus, pas mau mulai ngelag. Jadinya pihak lawan menang dan saya kalah saat mulai bermain. Mohon untuk perbaikannya🙏 kalau sudah diperbaiki nanti saya kasih bintang lima",232,2022-04-03 15:57:23,negative
Cheraviel Torah Tumbelaka,3,"Game Clash Royale ini menurut gw seru banget tapi yang gw nggak suka di game ini adalah: pas gw udah masuk arena legendaris gw sering banget dapat musuh yang level nya tinggi, padahal gw masih level 9 dan kartu kartu gw kebanyakan masih level 10_11 tapi level musuh gw udah 11,12,13. Kalo musuhnya cuman beda 1 level aja gw masi anggap itu boleh boleh aja tapi kalau udah beda 2_3 gw sering kalah, makanya buat pihak Supercell di buat adil supaya para player juga ikut senang",475,2021-01-11 12:40:18,positive
Pengguna Google,1,"gamenya suka force close/berhenti sendiri, pas mau buka pengaturan/setelan game ini tiba-tiba keluar sendiri (force close) dan tidak bisa dibuka lagi, tolong diperbaiki lagi game Clash Royal nya enak²an mau ngerubah pengaturan malah force close/keluar sendiri 👎👎👎👎👎",265,2019-01-08 15:32:52,negative
Hilmy Affan,1,Game ini bikin pusing anjir gue arena 3 musuh nya udah arena legendaris ping nya juga gue pakek wifi kok selalu ada tanda sinyal abis itu forclose.☹🥴 Tolong untuk developer agar diperbaiki lagi.🙏,195,2020-12-04 09:49:26,negative
in world zone,2,"udah lama ngk main, first time ny langsung kasih musuh ngk ngotak",65,2025-02-26 20:19:35,negative
ALL,4,"untuk developer clash royale yg baik...rajin menabung...bijaksana...dan tidak sombong(semoga ya), tolong dong tambahin fitur battle/tempur tapi 2vs2 karna rasanya bosen+jenuh jika bermain sendirian terus..nanti tak kasih bintang 6 dehhh",236,2022-09-29 21:03:30,positive
Jmspro 47,4,Sebenarnya game nya udh ok Tapi tolong hilangkan animasi pas spawn tentaranya jangan pakai animasi eliksirnya Karna itu ada waktu tunggu nya sekitar 2 detik Sebenarnya itu cukup mengganggu..,190,2021-12-18 07:29:05,negative
Muhammad Arif,1,"Gak canggih akun saya dah lama gak di pake, ketika log in kembali tidak ada yang ke save progresnya alhasil mengulan dari arena satu. Sangat sangat membuang waktu bermain game yang tidak bisa menyimpan progres game payah dan layanan yang sangat buruk, saya sangat kesal karena saya sudah mempunyai koleksi karakter yang banyak tetapi malah tidak bisa ke save 😠😠😠😠😠😠😠😠😠",368,2024-01-18 21:11:15,negative
NUR KHOLIS FAJAR,3,tolonglahh kalo dapet lawan yang sepadan ga ini ga coc sama ajaa kalo mau naik arena ya kalah terus ...,103,2025-02-10 15:18:28,negative
miftahul hadi,2,Game tidak seimbang antara perbandingan besar damage dan pencarian musuh,72,2025-02-23 22:38:01,negative
Ahmad Yusril,2,"Pengalaman yang buruk, selalu sambungan terputus saat pertandingan",66,2025-02-05 19:37:26,negative
Herka Maulana,3,"sebenarnya bagus,cuma waktu ngumpulin coin terlalu sulittt",58,2025-03-31 21:44:43,negative
Pengguna Google,1,"Tolong ya supercell jgn bikin emosi,server 2vs2 diperbaiki ya,saya main selalu emosi ketemu lawan di atas level raja sma kartu musuh selalu max(13)padahal kartu saya lv11 musuh nya lv13 semua. tolong diperbaiki sebelum saya uninstall",233,2019-09-15 20:19:39,negative
Putra Mubarak,4,"Game nya lumayan bagus udh main 2023,3,8. Tapi perbaiki lagi lah saya main dari lalu lawan ny itu gk ngotak / gk seimbang ada misalnya lvl ku 3 trss lawan nya lvl 3,4,5 kan gk ngotak trs juga kartu kartu pada mabuk semua lah. Hadeh tapi game nya bagus,kasih bintang 4 dulu.",273,2024-04-26 12:22:12,negative
Fajar Saputra,1,"Matchmaking Game pay to win sistem gajelas, selalu dikasih musuh di atas level , Game pembodohan Tolol, Mending Uninstall aja kasih rating Paling RENDAH !!!",156,2025-03-09 17:37:47,negative
Pengguna Google,5,"Udah Oke,pas 2 vs 2 yang meninggalkan arena itu ada 3 kemungkinan 1).gangguan sinyal : bisa dimaklumi karena butuh sinyal bagus buat main game ini, 2).Dari game-nya mungkin terlalu berat 3).Sengaja : jelas sangat merugikan, antisipasi: main sm teman yg lg online",262,2019-01-28 21:56:27,negative
Ahmad Rafli,1,Overall gamenya bagus tapi dalam pencarian match selalu dikasih musuh yg levelnya lebih tinggi dari levelku yg membuat pertandingan yang sangat tidak fair dan sangatlah menganggu kenyamanan para pemainnya jadi kalo nyariin musuh buat kita gapapa lama nyarinya tapi kasih yg fair levelnya gaush buru buru ngasih yg GAK FAIRRRR dan juga pas dulu di arena 4 udh dikasih musuh yg pletonnya ada 2 yg level 11 kan GAK FAIRRRR mending uninstall gamenya terus maen game yg lain selain yg dibuat org GAK FAIRR,500,2024-06-09 19:57:35,negative
Amo Amo,1,"Yang bener aja permainan nya,ketemu musuh kuat kuat, gak jelas permainan nya,ama jeda pemeliharan tolong dikurangi waktunya,atas nama terhormat (SUPERCELL) tolong di perbaiki masalahnya ya.",189,2022-02-03 21:40:24,negative
Litawati gouw,4,Sebenarnya gamenya bagus kartu yang unik dengan berbagai kemampuan unik tapi kadang katemu lawanya ga seimbang tapi selepas itu ini game seru karena bisa face to face sama lawan dengan berbagai macam strategi yang membuat saya memiliki pengalaman yang baru dan berfariatif.,273,2022-07-01 21:41:51,positive
Dwi Ambarwati,3,Game ini bagus walau banyak komplain di game ini soalnya ada yang musuh gak seimbang terjadi bug itu terjadi kepada saya juga saya level 4 dan musuhnya heronya udah ada yang epik misalnya menurut saya itu curang dan semoga di perbaiki:),236,2021-11-02 05:53:29,negative
Doni Setiawan,4,"Game yg membuat saya ketagihan memainkan game clash royale,even seru,gamplay seru,strategi yg beragam,kartu yg beragam dengan kelebihan dan kekurangannya masing masing,tapi ada satu masalah terkadang lawan Level nya lebih tinggi itu harus di perbaiki oleh super sell",266,2023-09-18 20:49:50,positive
Faiq Andra,5,Bagus gamenya Ini game masa kecil Maaf tapi... Saya masuk klan gk bisa Sedangkan orng lain bisa (Masuk klan tertentu) yg gk bisa dimasuki Padahal klan itu terbuka dan tidak ada persyaratannya Tolong mungkin itu bug,214,2024-04-05 14:40:41,negative
Richaer Gultom,2,"Mantap sih gamenya cuman pay to win sekali. Lalu pencarian lawannya juga tidak seimbang. Saya main habis tutorial lawan pemain asli, masa lawannya udah dapat gubuk goblin sedangkan saya baru dapat mini pekka. Jadi saya minta tolong utk hal ini diperbaiki",254,2022-04-16 12:06:03,negative
Pengguna Google,1,"game ini bagus, tapi sejak update terakhir sering lag, bahkan saat saya menggeser ke shop juga ngelag serta kalau mau buff/nerf troop dan spell itu yg bener!!!,karena saya merasa tidak adil dengan update yg baru. saya akan memberikan bintang lima jika hal-hal di atas bisa di perbaiki. Terima kasih",298,2019-12-05 18:49:06,negative
Pengguna Google,1,Game ini asik bikin lupa waktu. Tapi kadang pengaturan lawan tanding gak masuk akal buat kezel. Masa saya lvl 7 lawan level 9 terus kalah eh lawan selanjutnya malah level 10 bukannya lebih rendah level lawan karena kita kalah malah lebih tinggi level lawannya. Ini yang atur lawan tanding siapa?? Mana bisa dapat 5 ⭐ kalau pengaturan masih seperti ini. Dikurangi bintang jadi 1 saja. Makin lama makin gak berotak pengaturan lawan tandingnya. Lvl 8 kalah lawan lvl 9 malah selanjutnya lvl 12. Gila!!,498,2019-12-16 02:34:14,negative
Zyn Asyib,1,"Semakin aktif bermain dengan game ini, serasa kayak semakin dibodohi Supercell bisa ga beri kenyamanan kepada kami Setiap bermain selalu bertemu dengan pemain pro, kan lu bisa liat skill pemain dalam pencapaian tropi atau berapa sering dapat kemenangan Setidaknya pertemukan lah dengan pemain yang setara Masak dikit2 kalah,trus kartu token barternya jgn dipersulit untuk didapatkan,klw bisa kasih sarana biar bisa didapatkan dengan mudah Intinya kami meminta kenyamanan dan kemudahan, terimakasih",497,2022-08-01 19:08:54,positive
GALERI ZAHIRA,1,"Sebenernya game ini bagus, yg bikin tidak bagus adalah, ketidak seimbangan dalam memberikan trop,musuh musuh memiliki trop legend, sedangkan saya tidak pernah dapat trop legend, dan kadang tidak seimbang pemilihan musuh nya",223,2021-05-01 08:51:51,negative
Muhammad Alief Januarta (Alief),1,"Tolong level musuh nya di sesuain. Superpass royale nya jangan berlebihan. Kartu level 8 lawan dengan level kartu 9-10, pasti kalah lah. Terutama untuk arena 10, banyak yang pakai pass royale itu gak adil banget. still p2w game",227,2022-11-28 13:11:37,negative
Pengguna Google,5,Super cell... tolong barter ny di kembalikan seperti sedia kala... Klo seperti yg sekarang pasti banyak yg kecewa dan tidak mau main clash royal lagi.... tolong saran kami di dengar dan diperhatikan dengan amat serius...kembalikan barter seperti yang lama,255,2018-12-07 23:39:20,negative
M.Ghatfan Aufa,1,Pencarian lawan yang tidak seimbang. Terlalu bergantung pada level kartu. Perbedaan level kartu cukup mempengaruhi pemain dalam bermain. Dan mudah ditebak siapa yang menang jika terdapat perbedaan level kartu.,209,2022-04-13 21:58:02,positive
reanes udhy,5,"Yang bilang dapat lawan ga imbang berarti pekok,,itu pemilihannya berdasarkan level arena bukan exp nya,jadi jangan salahkan developer kalo dapat musuh susah,,kalo mau dapat musuh gampang turunin arenanya dan tingkatin level kartunya",233,2020-11-16 11:16:03,negative
Umar Hattab,5,sangat menghibur diwaktu luang,30,2025-06-15 23:06:07,positive
Sayuki Hiruka,1,"Karena jaringan gua 4G dan lancar tiba tiba aja ngelag ga jelas dan coba masuk lagi,langsung aja kalah,bug nya tolong di perbaiki,dan lawannya tolong sesuai level raja,gua kasih bintang 1 aja dulu,kalau game nya dah ikutin saran gua,gua ganti bintang 5 dah",256,2020-11-17 22:55:02,negative
Pengguna Google,5,"Game terbaik saya dari smp sampai skrang lulus smk.. yang bilang level tower gk setara lah, level kartu beda, musuh pake cheat lah.. coba lah kalian liat cermin dulu.. skill kalian apakah ada?? Saat tempur apakah asal keluarin kartu??. yg salah itu bukan CR, melainkan skill kalian kurang.. kartu mu tidak banyak untuk counter kartu lawan.. btw gw juga sering ketemu lvl 11, 12 pdahal gw baru 9 itu dlu dan itu sering kalah dan juga sering mnang,, intinya bukan CR lah yg salah kawannn",485,2019-06-28 01:18:29,negative
Pengguna Google,5,Game nya sangat bagus lebih di tingkat kan lagi ya eh saya ada saran untuk posisi game nya jangan berdiri layar nya tiduran aja untuk liat musuh tinggal usap layar ke atas kan gampang semoga aja tiduran .,204,2020-02-10 19:23:50,negative
Pengguna Google,1,"Saya kecewa, skrng tiap mau buka cs pasti lama mau 100% nya (lemot) trus tiap main pertama kali selalu nge lag sehingga habis satu tower bru bisa play. Padahal saya sudah setahun lebih main ny.",193,2019-10-06 23:08:55,negative
Firman Syah,5,"Game bagus,tapi semua pemain ad kendala.yg paling sering terjadi saat bertempur,lvl lawan bisa lebih tinggi dari lvl kita.tapi sebenarnya itu hal lumrah di sebuah game.!",169,2020-07-16 18:06:39,negative
Silent Gamer,1,Saya player lama yang main lagi ternyata clash Royale makin jelek dimana ketidak adilan dalam level troops yang tidak adil karena saya sering melawan musuh dengan level yang terlalu tinggi jadi saya berharap untuk kembali seperti sebelumnya dimana ada pengaturan level jadi melawan musuh menjadi lebih menyenangkan karena mengatur strategi bukan siapa yang levelnya lebih tinggi,378,2024-05-04 22:48:58,negative
bergedel yoi,5,"Salam. 1. Tolong perbaiki perihal cache nya. Cache nya selalu menumpuk dan bisa sampai 2 GB, gila. Jadinya saya sering banget bersihkan cache nya, padahal baru 1-2 minggu dihapus cachenya itu sudah sampai 1 GB. 2. Hadiah gold nya ditambah dong setelah pertandingannya. Terima kasih.",282,2021-01-18 16:07:52,negative
MUHAMMAD ARYA WIDYANATA,1,"Untuk masalah match saya tidak terlalu terganggu, hanya saja saat ini saya mengalami kesulitan yang dimana WiFi yang saya gunakan memiliki jaringan bagus tapi ketika saya buka chest langsung... Gimana ya, kayak nggak bisa dibuka gitu lho. Saya mohon untuk pihak supercell segera memperbaiki hal tersebut",303,2021-02-19 15:11:15,negative
khairullah azwar,1,"Sejauh ini gua mainin bagus si kartunya juga ok lah dapet epic card minimal 1 di golden chest, tpi yg jadi masalah gameplay nya gak ADIL setiap winstreak 2/3 kali pasti di kasih lawan level 12/13 yg kartunya tuh rata rata udh level max/lvl13. Jadi sampah gamenya",262,2021-01-15 07:52:27,negative
Tut Mburi Mbahayani,2,"Sistemnya licik njir, masa habis kalah malah dikasih musuh lvl tinggi lagi. Dari dulu paling ga suka sistem kayak gini, sementara gw kasih nilai segini. Ntar kalo dah lbh baik lagi, gw kasih nilai tambah lagi. Benahin tuh sistem yg menyebalkan kek gtu",251,2024-03-02 03:37:00,negative
Muhammad Nur Hanafiah Lubis,4,Game ini sangat seru tapi musuh yg dilawan levelnya gk ngotak masaan aku level 10 lawan level 12 buat yg seimbang napa levelnya tolong diperbaiki sama maunya ada tambahan hero baru yg lebih menarik contohnya kesatria baru atau jerangkong goblin jadinya yambah banyak karakter tambah seru dan satu lagi tolong tambah tempat slotnya misalnya ini sekarang 8 isi sayu slot mainya ditambah jadi 10 atau 11 cuman itu aja deh saran saya tolong diperbaiki terimakasih supercell,469,2021-12-05 14:19:18,positive
slamet dwi,1,"Pengalaman saya, Saya tetap main Clash Royale karena saya merasa game ini play to win. Sudah sekitar 3 tahun saya main dan sempat berhenti lama karena merasa jengkel. Dari dulu selalu ketika saya memakai akun kecil, battle lancar. Ketika memakai akun yang sedang naik trophy, waktu battle sering lag. Saya ganti lagi ke akun kecil, battle lancar lagi. Why supercell? Ditambah lagi, kartu saya level 8-9 dipertemukan dengan lawan yang kartunya level 11-13. Saya rasa, algoritma game perlu diperbaiki.",499,2020-11-24 18:23:17,positive
Eka,5,Game nostalgia waktu dulu,25,2025-05-24 16:55:13,positive
Putra Versa,5,"Game bagus, sangat menyenangkan. Tapi tolong ketika matchmaking, lawannya dibuat yang seimbang dengan level raja dan kartu yang kita punya. Masa saya hanya bisa main Mode Party agar bisa menang terus :(( Tapi overall game ini sangat bagussss",241,2021-05-20 17:20:15,positive
